138.009	117.79	145.837	152.277	120.918	160.822
137.231	115.882	142.205	147.531	129.998	164.79
136.178	113.517	139.275	140.084	138.848	161.249
134.743	115.47	136.956	135.903	141.717	154.932
132.21	138.329	134.56	134.24	140.435	145.089
129.769	147.5	132.042	132.912	136.132	140.908
128.441	147.348	129.509	130.944	133.568	138.726
127.632	143.792	126.869	128.563	131.905	137.048
127.281	138.726	124.245	125.969	130.562	134.499
128.334	131.524	131.539	123.634	128.716	131.615
145.135	129.326	144.25	121.696	126.564	128.7
153.192	127.464	150.888	119.911	123.512	126.015
154.489	125.816	152.384	118.583	121.071	123.68
152.323	123.604	150.934	134.408	129.601	122.078
148.965	121.483	146.844	151.727	138.604	128.258
144.632	119.133	142.572	156.58	141.366	156.122
141.458	117.5	139.52	154.718	139.092	167.033
139.977	114.997	137.307	150.369	133.736	166.773
137.719	112.907	135.43	143.136	129.647	161.387
135.766	116.935	133.324	138.497	127.571	154.398
133.874	139.596	130.928	136.407	126.198	145.593
132.424	147.729	128.365	134.728	124.336	142.785
131.615	147.684	125.923	132.79	122.215	140.45
131.218	143.762	134.438	130.272	119.941	138.299
130.669	138.879	146.539	127.632	117.683	135.491
129.875	131.707	152.429	125.206	122.322	132.317
129.463	129.509	153.391	122.993	133.736	129.051
143.823	128.456	151.376	120.903	139.062	126.289
153.681	126.503	146.448	119.194	139.23	123.68
155.786	124.29	142.526	133.263	135.72	123.009
153.894	121.864	139.489	150.888	131.447	148.08
150.476	119.499	137.337	155.985	129.265	165.019
146.31	117.286	135.094	154.291	127.571	167.063
142.404	115.562	132.76	150.018	126.274	162.821
141.015	114.036	130.165	142.907	123.848	156.702
139.886	121.895	127.648	137.811	121.04	146.554
138.528	144.815	125.13	135.537	118.049	142.495
135.842	150.552	123.146	133.751	117.576	140.038
133.751	149.622	135.186	131.676	128.929	138.1
132.134	144.052	147.012	129.021	136.391	135.43
131.264	137.231	152.872	126.381	138.07	132.271
130.745	130.959	154.016	123.817	135.934	129.326
130.211	129.158	152.536	121.635	131.234	126.534
130.013	128.151	147.912	119.713	128.578	124.229
142.678	126.701	144.082	118.125	127.373	123.1
154.581	123.176	140.954	131.005	126.396	138.635
157.511	122.093	138.741	148.294	124.55	161.661
156.031	120.292	136.529	153.269	122.337	167.292
152.719	118.263	133.95	151.773	119.743	164.423
149.286	116.004	131.417	147.516	117.668	158.594
144.326	114.784	128.09	140.298	127.052	148.935
142.617	124.29	125.145	136.147	136.529	143.899
141.061	146.341	134.545	134.652	139.398	141.488
139.382	151.59	145.959	133.507	137.933	139.657
137.124	149.545	151.422	132.027	132.805	137.124
135.003	144.082	152.307	129.753	128.884	134.194
133.614	137.826	150.4	127.175	126.778	131.066
132.729	131.676	145.471	124.809	125.389	128.212
131.936	129.998	141.625	122.703	123.817	125.801
131.249	127.846	138.94	120.857	121.513	124.046
130.7	127.205	137.109	119.392	119.224	130.104
140.985	124.702	135.247	132.21	116.92	157.435
154.428	122.169	132.744	150.339	121.589	167.735
158.091	119.911	130.104	155.771	132.927	166.88
157.038	118.049	127.51	154.23	138.253	161.112
153.986	116.264	128.319	149.515	138.36	153.253
151.132	114.387	141.519	142.297	135.14	145.242
145.791	121.742	150.079	137.536	130.898	142.388
143.731	145.379	153.04	135.522	128.731	140.328
142.007	152.521	151.941	134.011	127.77	138.116
140.954	152.582	148.324	132.073	126.503	135.003
139.703	147.836	143.563	129.494	124.825	131.981
137.902	144.159	140.435	126.915	122.536	128.823
135.033	134.926	138.253	124.535	120.247	126.442
133.049	131.722	136.3	122.368	120.933	124.306
131.691	129.311	133.858	120.552	132.699	123.817
130.928	126.946	131.31	119.011	140.389	148.996
130.577	124.565	128.624	129.875	142.358	166.27
140.649	122.49	126.213	149.789	140.573	168.498
154.84	120.537	135.338	156.824	135.094	163.813
158.747	118.934	147.058	156.244	130.928	157.404
157.709	117.347	152.658	152.063	128.685	146.905
154.566	116.065	153.36	146.173	127.892	142.343
151.88	121.559	151.086	139.657	126.671	139.306
146.646	145.547	145.7	137.246	125.008	137.154
144.326	153.498	141.015	135.323	123.07	134.423
142.572	153.681	137.734	133.477	121.33	131.203
141.305	148.904	135.857	131.035	131.234	128.136
140.038	143.258	133.492	128.227	141.03	125.359
137.566	134.331	129.769	125.755	145.166	122.887
135.003	131.34	126.885	123.512	143.96	121.315
133.126	128.929	124.596	121.437	139.016	135.43
132.012	127.571	128.09	119.789	134.56	159.449
131.264	126.076	141.854	126.701	132.012	165.858
130.791	124.611	150.095	147.455	130.669	163.523
140.542	122.169	152.353	156.336	129.219	157.847
154.795	120.109	150.583	156.321	127.449	148.935
158.564	118.492	148.035	152.414	125.481	142.495
157.419	117.057	143.579	146.982	123.909	139.749
154.215	124.153	139.779	139.749	128.639	137.887
151.224	147.943	137.2	136.925	139.092	135.766
145.929	154.016	135.766	134.728	144.357	133.065
143.579	152.78	134.102	132.592	145.044	130.303
141.824	146.875	132.271	130.059	142.617	127.587
140.573	141.198	129.57	127.251	138.146	125.069
139.169	134.072	128.044	124.718	135.552	123.421
137.521	131.813	140.939	122.215	134.026	129.418
135.796	130.715	151.788	120.216	132.5	156.611
134.469	129.28	155.313	118.415	129.952	166.804
133.37	127.297	153.818	122.749	126.595	165.644
132.256	124.825	150.064	143.457	123.375	160.197
131.447	122.169	145.608	153.406	123.466	152.384
141.824	120.277	142.785	154.077	135.461	144.052
155.268	119.377	140.969	150.522	143.075	141.305
158.701	116.722	138.818	145.212	144.845	139.138
157.221	126.534	135.918	137.811	143.289	136.987
153.65	148.95	132.897	134.926	138.848	133.843
150.232	155.054	131.401	133.004	136.269	130.761
144.677	154.398	129.265	131.188	134.56	127.892
141.641	150.232	137.551	128.853	133.141	125.343
139.123	145.425	149.149	126.122	131.173	123.161
137.856	137.383	155.573	123.451	128.929	122.429
136.666	134.392	157.221	121.238	126.152	146.951
135.567	132.241	155.481	119.285	123.299	165.202
134.499	130.425	150.552	117.607	131.951	167.964
133.462	127.953	145.929	121.589	141.213	163.828
132.439	124.779	142.312	141.992	144.067	157.679
131.34	121.803	141.03	151.743	142.953	147.592
130.623	118.736	139.077	152.292	139.108	143.35
141.107	115.745	135.598	148.645	136.025	140.847
154.642	114.906	132.47	142.663	134.423	138.757
157.923	125.298	130.425	135.842	133.111	136.025
156.321	148.218	128.975	133.629	131.89	132.897
152.735	154.718	137.337	132.164	129.845	129.647
149.164	154.154	149.911	130.577	127.541	126.732
144.128	149.957	156.244	128.151	124.992	124.245
142.297	144.372	157.541	125.588	127.205	122.703
140.634	137.368	157.175	123.161	137.093	135.384
139.52	134.835	153.452	120.994	142.526	161.005
137.948	132.531	147.989	119.209	143.029	168.376
136.254	130.684	143.914	117.378	140.466	166.056
134.698	128.258	142.099	117.836	136.376	160.059
133.523	125.969	140.512	138.94	134.209	151.59
132.348	123.207	138.009	152.399	133.065	144.342
131.493	120.414	134.835	154.703	131.859	141.442
130.761	117.286	131.218	151.788	129.662	139.169
142.48	114.662	129.112	146.905	126.274	136.681
155.558	125.679	142.129	139.275	122.917	133.4
158.487	147.241	152.49	135.781	121.773	129.799
156.717	153.604	155.909	133.874	132.393	126.244
152.963	153.223	155.268	132.271	140.023	123.024
149.271	149.713	152.674	130.059	141.854	120.888
144.403	144.647	147.806	127.342	139.871	123.482
142.556	137.063	144.159	124.748	135.308	151.407
141.091	134.637	141.198	122.368	132.653	164.698
139.947	132.47	139.031	120.353	131.539	165.248
138.451	130.44	136.62	118.507	130.684	160.09
136.956	127.663	134.194	116.966	128.945	153.498
135.522	124.321	132.225	131.539	126.762	143.594
134.24	120.75	129.509	149.835	124.397	140.161
133.202	116.996	126.976	154.703	122.215	137.643
132.363	115.302	138.909	152.719	130.287	135.812
131.89	113.99	150.247	148.096	140.237	132.592
144.632	126.03	155.451	141.519	144.433	129.357
156.855	147.989	155.634	135.918	143.533	126.335
159.342	153.696	152.979	133.477	138.665	123.558
157.343	152.994	147.653	131.493	133.751	121.177
152.49	148.675	143.609	129.509	130.944	120.186
146.692	142.694	140.924	127.037	129.357	142.831
141.671	136.101	138.986	124.397	127.876	160.532
140.161	133.675	136.315	122.108	125.893	163.157
139.398	131.783	133.111	120.048	123.573	158.915
139.26	129.601	130.532	118.385	121.406	152.384
138.497	126.396	128.7	117.088	121.406	142.678
136.3	122.887	126.656	125.847	133.004	139.52
135.14	118.568	126.503	145.685	140.679	137.139
133.66	116.233	140.344	153.101	143.045	135.674
132.683	114.692	149.82	152.643	141.076	132.927
131.539	113.09	152.612	148.645	136.422	129.86
130.547	126.762	151.911	142.434	133.523	126.885
143.304	148.309	149.271	136.224	131.798	124.214
154.627	153.162	143.579	133.935	130.562	121.757
156.305	151.59	139.382	132.409	128.792	120.308
153.65	146.6	136.727	130.669	126.701	134.652
149.057	140.099	135.613	128.197	124.351	158.823
143.731	134.362	134.316	125.588	122.063	165.003
140.527	131.646	132.134	123.085	128.35	162.119
139.245	129.494	129.601	120.857	138.818	155.985
137.643	125.664	126.793	118.98	143.518	146.585
136.574	122.154	124.825	117.271	142.953	140.862
134.926	119.407	137.276	121.086	138.711	138.512
133.294	117.378	148.294	142.785	134.652	136.819
131.874	116.081	152.445	153.513	132.073	134.362
130.547	115.516	152.063	154.55	129.341	131.279
129.647	113.929	150.308	150.934	127.022	128.151
128.838	125.526	145.898	145.898	124.016	125.282
128.38	146.585	142.175	138.36	121.147	122.703
144.677	151.56	139.367	135.384	119.224	120.765
153.391	150.415	136.88	133.69	121.345	123.314
153.818	146.158	134.652	132.012	133.278	151.407
150.583	138.253	132.943	129.677	139.871	164.897
145.761	131.981	130.242	127.007	141.122	165.431
140.344	128.716	126.9	124.489	138.421	159.968
138.543	125.786	124.184	122.108	134.179	152.857
137.276	123.085	132.561	120.079	131.6	143.38
136.025	121.071	146.036	118.278	129.784	140.313
134.85	119.117	152.78	117.591	127.968	138.207
133.141	117.485	153.803	136.513	125.404	136.01
131.417	116.126	151.254	152.033	122.688	133.172
130.15	114.646	146.463	155.283	119.621	129.952
129.112	113.273	143.06	152.628	118.049	126.869
128.029	122.429	139.871	147.699	129.097	124.245
127.281	145.028	136.956	139.825	137.337	121.849
128.395	150.995	134.652	135.598	139.977	120.445
145.608	149.973	132.912	133.477	137.994	139.398
151.712	144.464	131.05	131.676	133.477	161.494
150.797	137.826	128.487	129.525	130.806	166.575
146.814	131.783	125.694	126.9	128.166	163.035
142.266	129.738	132.882	124.153	126.015	156.412
137.276	127.815	145.99	121.696	123.619	145.99
135.873	125.923	152.78	119.667	121.208	140.252
134.865	123.1	153.36	117.851	119.148	137.521
134.163	120.888	150.339	116.523	117.271	135.445
132.821	117.82	145.242	128.426	124.733	133.034
131.112	115.394	142.068	147.088	135.201	129.845
129.692	112.251	139.81	153.223	139.443	126.625
128.578	110.084	137.933	152.49	138.574	123.695
127.358	117.469	135.14	148.34	134.286	121.177
126.381	141.687	132.47	141.564	131.127	119.423
125.481	149.377	130.608	136.468	128.563	124.26
