112.968	100.012	114.448	105.582	109.015	98.41
110.831	98.288	112.556	105.46	114.066	120.704
109.351	96.792	110.419	122.703	115.852	131.096
108.115	95.312	108.085	135.354	115.455	131.356
106.696	93.985	105.902	138.924	113.151	127.525
105.368	92.993	103.995	135.75	110.847	121.132
103.949	96.914	111.137	129.112	108.863	113.654
102.561	111.549	120.475	120.384	107.535	111.228
101.05	118.522	124.596	115.76	106.345	109.931
99.692	118.522	124.504	114.036	104.895	108.832
98.837	115.669	121.727	113.425	103.232	107.123
108.39	111.503	117.576	112.464	101.462	104.895
124.641	106.36	114.967	110.679	100.455	102.622
129.875	103.659	113.136	108.176	106.955	100.546
129.265	102.072	111.472	105.704	113.441	98.639
125.877	100.714	109.611	106.101	116.722	97.189
122.154	99.493	107.459	124.123	117.286	114.005
116.767	97.861	105.124	136.712	115.821	131.188
114.082	96.213	102.835	139.993	113.12	134.316
112.159	94.534	100.851	137.78	111.045	131.874
110.602	93.008	105.933	132.271	109.397	126.305
108.848	91.589	115.501	122.871	107.993	118.064
106.94	90.353	119.911	116.63	106.498	114.204
105.17	95.114	120.201	113.334	104.666	112.342
103.446	109.046	117.576	111.945	102.774	111.06
101.889	115.028	113.349	110.74	100.974	109.275
100.455	114.524	110.679	109.382	102.713	106.91
99.066	111.61	108.832	107.459	110.358	104.331
98.135	107.367	107.459	105.628	115.592	101.981
109.061	102.24	105.689	107.123	117.637	99.936
125.511	99.966	103.72	125.023	117.378	98.273
130.638	98.669	101.569	137.261	114.951	106.36
129.845	97.708	99.478	141.351	112.449	129.387
126.366	96.64	97.479	139.581	110.465	137.017
122.551	95.205	101.065	134.621	108.954	136.452
116.905	93.664	110.541	126.747	107.459	131.905
113.609	92.092	115.302	121.559	105.643	125.557
110.984	90.566	115.745	118.751	103.766	118.583
108.832	89.163	113.212	117.179	101.798	115.76
107.016	88.323	109.092	115.318	99.799	114.097
105.216	94.503	106.635	112.983	102.5	112.342
103.369	107.886	104.972	110.557	110.007	110.129
101.614	112.952	103.705	107.901	114.875	107.596
99.951	112.418	102.271	109.199	116.386	104.956
98.44	109.672	100.668	126.412	115.806	102.698
96.869	105.704	98.914	137.261	113.075	100.699
96.121	101.202	97.159	140.557	110.618	100.15
109	99.524	95.495	139.321	108.619	122.368
123.482	98.852	98.807	135.369	106.91	137.109
127.312	98.227	109.565	127.846	105.231	139.474
126	97.159	115.608	123.054	103.339	136.285
122.52	95.816	117.347	120.475	101.248	130.791
118.507	94.32	115.73	118.827	99.066	122.551
113.166	92.855	111.762	117.149	97.189	118.4
110.48	91.467	109.138	115.211	101.843	116.325
108.573	90.353	107.52	112.907	108.802	114.311
107.276	89.452	106.299	110.648	112.464	112.22
105.933	96.701	105.002	115.363	113.227	109.458
104.712	110.816	103.293	132.485	111.991	106.406
103.552	115.547	101.462	141.351	108.939	103.827
102.225	114.936	99.57	141.854	106.559	101.553
100.974	111.93	97.861	137.688	104.758	99.631
99.615	107.581	100.027	131.874	103.278	109.87
98.425	102.759	111.549	124.275	101.599	131.371
100.516	100.714	118.995	120.689	99.814	137.383
118.156	99.57	121.513	119.194	97.906	136.239
127.739	98.715	120.735	118.278	96.014	131.234
129.067	97.616	117.408	116.523	96.106	124.504
126.488	96.213	114.204	114.204	103.034	117.942
122.688	94.58	112.205	111.533	108.542	115.272
117.469	93.069	110.953	109.397	110.877	113.303
113.746	91.696	109.443	115.913	110.709	111.274
111.716	90.475	107.84	133.385	108.481	108.878
109.992	89.605	105.933	142.968	105.918	106.223
108.573	97.113	103.934	144.738	103.903	103.583
106.726	111.549	102.088	141.534	102.438	101.172
104.941	116.31	102.454	136.269	101.08	99.081
103.156	115.791	113.731	127.434	99.6	98.41
101.553	112.8	122.154	123.131	97.922	119.27
100.104	108.619	125.694	120.949	96.136	131.661
98.7	103.705	125.45	119.407	94.732	132.866
97.632	101.492	123.009	117.012	100.348	129.357
103.781	100.302	119.285	114.738	107.383	123.268
121.94	99.326	117.027	112.479	111.182	115.211
129.265	98.135	115.409	110.709	112.128	112.327
129.479	96.777	114.051	116.706	111.045	110.831
126.396	95.19	112.327	134.469	108.283	109.58
122.49	93.634	110.435	143.777	106.101	107.963
117.057	92.108	108.481	144.281	104.514	105.735
113.685	90.933	106.498	139.382	103.095	103.476
111.411	89.956	105.231	133.034	101.66	101.218
109.748	98.334	114.509	125.252	99.829	99.142
107.795	112.373	124.016	121.467	97.906	97.616
105.46	116.188	128.365	120.201	96.014	109.199
103.43	115.211	128.7	119.331	100.348	129.586
101.401	111.793	126.564	117.744	107.642	134.453
99.615	107.169	122.703	115.44	111.793	132.973
98.105	101.996	120.216	112.754	112.952	127.587
96.731	99.692	118.476	110.48	112.052	119.682
95.678	98.273	117.012	115.15	109.092	114.494
105.704	97.052	115.394	133.278	106.772	112.281
122.108	95.892	113.548	143.808	104.987	110.877
127.113	94.442	111.442	146.066	103.491	109.199
126.335	92.718	109.443	142.709	101.965	106.62
122.902	91.055	107.657	135.918	100.211	103.964
118.965	89.544	113.532	126.473	98.349	101.431
113.517	88.201	123.558	121.01	96.35	99.295
110.557	87.316	128.975	118.476	95.251	97.403
108.42	96.976	129.875	117.347	102.088	99.661
106.788	109.504	128.029	116.05	108.954	124
105.109	112.083	124.062	114.402	112.281	134.789
103.598	110.648	121.483	112.235	112.815	135.628
101.889	107.291	119.56	110.633	111.381	131.63
100.394	102.423	118.171	118.187	108.344	125.572
99.158	98.288	116.554	135.415	106.055	117.485
97.937	96.67	114.723	144.662	104.209	114.127
96.96	95.648	112.708	145.791	102.438	112.342
98.196	94.839	110.663	142.19	100.653	110.496
115.257	93.863	108.802	135.979	98.791	108.42
125.954	92.413	111.198	127.358	96.747	105.628
127.754	90.872	121.376	121.91	94.809	103.064
125.282	89.452	127.541	118.125	94.61	100.623
121.33	88.201	129.036	116.157	101.767	98.501
116.05	86.95	127.48	114.601	107.673	96.853
112.235	86.935	123.329	112.525	110.145	114.524
110.282	99.402	120.445	110.602	110.19	132.485
108.97	110.389	118.385	109.214	108.207	135.689
107.642	111.93	116.951	121.238	105.49	132.988
105.826	110.587	115.302	136.941	103.4	127.19
104.087	107.383	113.563	144.036	101.874	119.087
102.438	102.5	111.503	144.189	100.394	113.746
100.989	99.493	109.443	140.389	98.868	111.396
99.539	98.334	107.459	133.675	97.067	109.336
98.318	97.647	107.276	126.61	95.251	107.154
97.067	96.976	116.63	122.154	93.451	104.575
100.577	95.801	123.634	118.583	97.616	102.042
118.919	94.473	126.015	115.348	104.743	99.387
127.815	93.069	124.84	112.495	108.726	97.082
