115.44	133.629	99.097	106.757	115.119	114.829	113.013	98.166	121.147
114.402	131.386	96.991	120.338	131.127	112.51	110.374	97.006	134.316
112.708	129.097	95.19	123.451	136.361	110.053	108.161	106.94	137.154
110.862	126.778	93.618	120.659	136.132	107.856	106.147	124.687	133.904
109	124.58	92.81	115.898	133.721	105.826	104.392	129.799	129.311
107.291	122.658	104.56	110.908	129.54	104.178	102.683	127.541	121.712
105.826	121.238	119.239	107.489	121.94	104.224	101.538	122.581	117.393
104.376	120.826	126.671	105.857	118.4	122.52	117.927	116.386	114.341
103.018	135.445	127.663	104.087	115.882	137.032	132.943	112.647	111.838
101.752	148.37	125.42	102.591	114.402	142.007	137.215	111.213	109.046
100.851	154.779	120.826	100.317	112.174	140.283	135.812	110.068	106.162
107.138	155.42	114.89	98.074	109.626	135.598	132.195	108.436	103.339
125.252	153.559	111.747	96.243	107.154	127.648	126.976	106.314	100.562
134.637	148.401	109.488	94.885	105.048	123.375	120.842	104.27	98.166
136.254	143.06	107.581	93.634	103.079	120.765	118.202	102.393	103.064
132.592	139.81	105.323	92.443	101.248	118.965	116.096	100.76	122.459
127.815	137.627	102.957	91.253	99.707	116.966	113.624	99.158	131.569
121.757	135.705	101.004	90.49	107.871	114.402	110.511	97.723	131.905
119.102	133.538	98.914	106.299	128.38	111.747	107.795	106.742	127.907
117.164	131.005	97.128	121.452	138.085	109.244	105.551	125.328	121.65
115.775	128.578	95.511	125.374	139.81	107.062	103.903	130.974	115.745
114.097	126.274	94.58	122.932	137.963	105.201	102.576	129.006	112.296
111.732	124.306	107.352	118.4	134.911	103.766	101.019	124.138	110.114
109.427	122.795	121.589	113.883	127.587	116.355	100.211	118.278	107.81
107.367	122.536	128.426	109.595	122.23	134.545	116.325	113.96	104.941
105.658	137.322	128.823	107.657	118.965	143.67	132.164	112.388	102.332
104.193	149.988	126.183	105.506	116.661	144.769	136.971	110.969	99.722
102.789	156.122	121.3	104.071	114.402	141.122	136.285	109.336	97.326
101.645	156.702	115.302	101.889	111.579	136.315	132.805	107.261	95.404
100.439	154.734	111.93	99.524	108.848	129.036	127.831	105.124	110.48
99.539	149.011	109.702	97.601	106.376	125.481	121.315	103.217	126.579
111.823	143.365	107.749	96.121	104.163	122.978	118.125	101.508	132.18
130.165	139.916	105.399	94.717	102.225	121.055	114.723	99.814	130.593
138.39	137.566	103.049	93.313	100.501	118.736	112.037	98.212	126.305
139.153	135.644	100.806	92.077	100.485	116.065	109.183	103.369	118.995
135.308	133.217	98.868	91.329	120.155	113.395	106.62	123.039	114.921
131.386	130.638	97.006	107.428	135.796	110.923	104.529	130.074	112.067
125.725	128.105	95.358	121.94	140.695	108.802	102.942	128.853	110.16
122.612	125.954	94.427	125.526	140.466	107.169	101.782	124.092	107.627
120.353	123.772	106.986	122.841	138.055	110.007	100.485	118.69	104.926
118.614	122.154	121.422	118.202	134.225	129.921	99.966	113.487	102.255
116.661	122.536	128.533	113.273	126.289	143.792	114.082	111.945	99.6
114.326	137.2	129.128	108.832	121.91	147.897	131.188	110.404	97.281
112.083	149.072	126.564	106.604	118.873	145.501	136.544	108.848	100.043
109.916	154.596	122.001	104.544	116.584	141.412	135.918	106.742	121.574
108.207	155.039	115.837	102.881	114.005	134.026	132.409	104.682	132.973
106.574	153.192	112.327	100.623	111.121	128.975	127.724	102.652	134.804
105.017	147.211	109.824	98.196	108.481	125.725	120.796	100.79	131.539
103.69	142.297	107.779	96.258	106.131	123.268	118.003	99.112	127.113
102.545	139.031	105.307	94.656	103.919	120.979	116.157	97.403	119.911
103.308	136.956	102.881	93.344	101.996	118.385	114.539	102.149	115.989
122.352	135.155	100.623	92.001	100.363	115.623	112.083	121.345	113.303
136.101	133.08	98.334	90.673	105.048	112.937	109.427	128.197	111.06
